age,monthly_income,loan_amount,loan_term_months,past_due,employment_type,has_mortgage,num_prev_loans,credit_utilization,default
58,6462,5462,36,yes,employed,no,3,0.114,0
67,6470,9284,48,no,employed,no,1,0.51,0
49,3749,6315,60,no,unemployed,no,2,0.101,0
50,4065,7136,36,yes,employed,no,1,0.191,0
57,10286,17707,48,no,self-employed,no,2,0.33,0
33,5644,6392,60,no,unemployed,no,0,0.891,1
36,4450,4618,12,no,self-employed,no,5,0.141,0
51,8862,15787,48,no,employed,yes,5,0.632,0
24,6563,4116,36,no,employed,yes,1,0.393,0
36,7156,4159,36,no,unemployed,no,4,0.146,0
56,5723,9985,12,no,employed,no,2,0.62,0
68,5362,7151,60,no,unemployed,no,0,0.248,0
46,5660,6251,60,no,employed,yes,2,0.115,0
40,3234,1610,12,no,self-employed,yes,2,0.433,0
42,5824,6230,24,yes,unemployed,no,1,0.248,0
54,6592,11314,24,yes,employed,no,4,0.142,0
47,9700,11682,48,no,employed,no,5,0.215,0
22,6171,5596,36,no,employed,yes,0,0.14,0
47,1500,1689,24,no,self-employed,no,1,0.331,0
40,5812,9469,60,yes,employed,no,3,0.046,0
55,11479,19161,36,yes,employed,no,1,0.144,0
63,7732,6959,36,yes,unemployed,yes,0,0.267,1
68,4378,5306,36,no,unemployed,no,1,0.394,0
50,7182,5162,36,no,unemployed,yes,3,0.01,0
38,4515,4409,36,no,employed,no,2,0.225,0
42,3292,2073,24,no,unemployed,yes,2,0.321,0
29,5303,5818,36,yes,unemployed,no,1,0.119,0
66,6183,7217,60,no,employed,yes,1,0.258,0
62,2255,1819,36,no,unemployed,no,0,0.316,0
62,3701,2620,60,no,employed,no,5,0.237,0
37,6020,3169,36,no,unemployed,yes,5,0.361,0
36,5183,2639,48,no,self-employed,yes,2,0.218,0
62,6789,9281,24,no,employed,no,1,0.15,0
47,3570,2257,48,no,employed,no,2,0.325,0
55,7428,3542,24,yes,employed,no,1,0.263,0
45,3632,6531,12,no,employed,no,5,0.202,0
42,9285,6405,24,no,self-employed,yes,2,0.216,0
51,2568,4221,12,yes,unemployed,no,1,0.377,0
60,3814,4629,60,no,employed,yes,1,0.141,0
37,6834,9380,60,no,employed,no,4,0.276,0
60,9328,10646,48,no,self-employed,no,0,0.201,0
32,6630,3787,12,no,employed,no,1,0.668,0
40,7125,11190,60,no,employed,yes,0,0.12,0
65,6035,9305,48,no,employed,yes,2,0.031,0
67,3947,3254,24,no,employed,no,1,0.092,0
66,5019,7256,36,no,employed,yes,1,0.01,0
36,3576,3985,48,no,unemployed,no,1,0.144,0
62,3442,5726,12,no,employed,no,1,0.307,0
66,6803,10233,36,yes,employed,yes,3,0.367,0
68,3753,1356,48,no,self-employed,no,3,0.112,0
22,6639,10747,24,no,unemployed,no,4,0.552,0
57,3396,5952,36,no,employed,no,1,0.224,0
69,6592,9316,36,no,unemployed,no,3,0.01,0
58,5022,2409,48,no,self-employed,yes,1,0.131,0
32,8813,13317,60,no,unemployed,no,1,0.123,1
58,6647,8449,60,yes,employed,no,0,0.323,0
26,8471,6846,48,no,employed,no,2,0.425,0
44,4488,7297,36,no,employed,no,2,0.234,0
51,6112,7018,48,no,self-employed,no,2,0.083,0
43,4037,6376,36,no,unemployed,no,1,0.529,1
55,5172,6750,12,no,employed,no,1,0.306,0
32,5475,4011,48,no,employed,yes,2,0.174,0
50,4548,8015,48,no,employed,no,6,0.33,0
52,3568,4126,36,no,employed,no,2,0.241,0
52,3172,3410,60,no,unemployed,no,1,0.3,0
35,1500,1357,48,yes,employed,no,1,0.458,0
35,3887,1961,36,yes,self-employed,yes,3,0.289,0
33,7254,9642,12,no,employed,no,1,0.606,0
43,2803,2652,12,no,unemployed,no,3,0.23,0
49,3263,5553,36,no,self-employed,no,3,0.552,0
38,9581,16744,36,yes,employed,no,3,0.017,0
41,4727,6861,24,no,self-employed,no,1,0.339,0
35,6642,4408,24,no,self-employed,no,9,0.154,0
31,7284,10007,24,no,unemployed,no,1,0.072,0
53,7325,2421,48,no,employed,no,6,0.484,0
60,2955,4549,48,no,employed,no,1,0.238,0
35,5537,5760,36,yes,employed,no,2,0.127,1
63,2763,4711,24,yes,self-employed,no,4,0.327,0
48,10892,9439,12,yes,employed,no,2,0.01,0
29,2810,1952,12,yes,unemployed,yes,3,0.527,0
38,3904,6998,36,no,employed,no,4,0.137,0
21,3918,4294,12,no,unemployed,yes,3,0.482,0
22,3006,4793,24,no,employed,no,4,0.123,0
37,8705,14507,60,no,employed,yes,1,0.301,0
43,10844,11686,36,no,employed,yes,1,0.38,0
60,5048,4965,60,no,employed,no,1,0.105,0
27,3359,3793,12,no,unemployed,yes,5,0.432,0
62,1526,2398,24,no,employed,yes,1,0.151,0
32,5511,9627,60,no,employed,no,1,0.415,0
27,5367,4253,36,no,unemployed,yes,3,0.149,0
55,4697,6613,48,no,employed,yes,3,0.311,0
58,6442,4690,60,no,employed,yes,3,0.445,0
50,6790,8259,36,yes,unemployed,yes,3,0.137,1
26,6646,10016,24,no,employed,yes,0,0.306,0
26,5367,8746,36,no,employed,no,3,0.241,0
40,3796,3693,12,yes,employed,no,0,0.123,0
43,7331,6265,12,yes,employed,no,2,0.146,0
69,6025,4098,12,yes,employed,no,7,0.378,0
35,7776,3888,60,no,unemployed,yes,0,0.324,0
30,7580,6423,48,yes,employed,no,1,0.505,0
67,3156,5074,24,no,unemployed,no,3,0.189,0
28,3131,2906,24,no,employed,yes,1,0.359,0
22,4488,3482,48,no,employed,yes,1,0.19,0
41,3887,5475,60,no,employed,no,4,0.311,0
40,7510,4681,24,yes,employed,yes,2,0.698,0
51,6702,4587,24,no,employed,yes,2,0.479,0
64,8198,13968,60,yes,unemployed,no,2,0.137,0
66,6792,2868,60,no,self-employed,no,0,0.049,0
35,6417,5916,60,no,self-employed,yes,2,0.332,0
69,8399,9785,24,no,employed,no,0,0.239,0
52,6939,4478,12,no,unemployed,yes,4,0.131,0
24,6136,4427,36,no,employed,yes,3,0.559,0
66,8960,5669,24,no,self-employed,no,3,0.426,0
27,6230,5094,60,no,self-employed,no,1,0.227,1
49,5391,8883,12,no,employed,no,3,0.183,0
59,4324,4096,48,yes,employed,no,1,0.098,0
33,7406,6863,60,no,unemployed,no,3,0.292,0
34,8474,7456,60,no,employed,no,4,0.318,0
44,5898,10298,48,no,self-employed,no,2,0.393,0
64,8615,4100,60,no,unemployed,no,0,0.391,0
31,2059,3310,12,no,employed,no,4,0.449,0
53,5889,4656,36,no,employed,yes,3,0.258,0
43,5919,10268,12,no,employed,no,2,0.312,0
26,4546,3513,60,no,self-employed,yes,5,0.181,0
55,10767,4568,60,no,employed,no,1,0.156,0
61,5867,6336,12,yes,employed,no,5,0.02,0
49,5184,3327,12,yes,employed,no,1,0.367,0
29,6051,8649,36,no,unemployed,yes,5,0.37,1
28,1994,2564,24,no,unemployed,no,2,0.465,0
41,4480,5957,60,no,employed,no,4,0.275,1
45,7966,4701,24,no,unemployed,no,3,0.37,0
48,4742,6463,48,no,self-employed,no,2,0.435,0
32,4342,3330,36,no,unemployed,yes,1,0.179,0
45,8619,15497,36,no,employed,no,2,0.429,1
35,8680,12131,12,no,employed,no,0,0.064,0
54,7033,8338,60,no,unemployed,yes,1,0.205,0
60,5089,8145,48,no,employed,no,1,0.293,0
52,5521,6536,36,no,employed,no,2,0.444,0
21,4391,4957,36,no,self-employed,no,1,0.182,0
69,4010,2630,60,no,employed,no,2,0.14,0
22,3911,5151,60,no,employed,yes,1,0.116,0
69,4763,4105,60,no,employed,no,3,0.408,0
22,3930,1432,48,yes,employed,no,1,0.15,0
46,2872,4377,60,no,employed,yes,2,0.156,0
26,6438,2432,24,yes,employed,no,3,0.681,0
25,6469,8464,48,no,employed,no,2,0.051,0
54,9401,5030,36,no,self-employed,no,1,0.149,0
56,4663,4424,36,no,employed,no,2,0.271,0
26,6592,10472,60,no,employed,no,5,0.289,0
68,6625,2925,60,no,self-employed,no,4,0.084,0
36,5492,7143,36,no,employed,no,4,0.045,0
36,7488,9127,36,no,employed,no,1,0.264,0
35,7550,12089,60,no,employed,no,1,0.457,0
43,6654,3720,60,no,self-employed,no,3,0.281,0
29,5488,8230,48,no,employed,no,6,0.093,0
41,5284,5152,12,no,employed,no,4,0.232,0
31,3264,3077,24,no,employed,no,1,0.594,0
23,4388,3697,60,no,self-employed,no,1,0.643,0
39,4755,4176,48,yes,self-employed,yes,1,0.346,0
53,3752,4051,48,no,unemployed,yes,1,0.284,0
58,6879,3165,48,no,self-employed,no,3,0.511,1
38,8393,7869,36,no,employed,yes,1,0.208,0
36,4183,5345,36,no,employed,no,0,0.385,0
59,6566,6876,60,yes,employed,yes,0,0.222,0
54,3931,2157,24,no,employed,yes,1,0.14,0
61,5390,4552,48,no,employed,no,2,0.022,0
65,4619,4454,48,no,employed,no,3,0.494,0
61,7203,9387,60,yes,self-employed,yes,3,0.236,0
66,4642,7664,24,no,self-employed,no,5,0.317,0
41,8023,9030,48,no,employed,yes,2,0.52,0
40,5508,7240,12,no,employed,yes,1,0.028,0
36,4700,1954,12,no,employed,no,3,0.089,0
32,3493,6048,36,no,employed,no,2,0.53,0
57,6506,5027,12,yes,employed,no,0,0.224,0
56,7790,6476,60,no,employed,no,2,0.309,0
60,6546,4151,60,no,employed,no,2,0.27,0
29,10477,4473,12,no,unemployed,no,1,0.145,0
45,8859,13156,60,no,employed,yes,2,0.421,1
31,5384,3557,36,yes,employed,yes,2,0.365,0
64,5363,3882,48,yes,employed,yes,4,0.098,0
34,6939,3973,60,no,employed,no,1,0.237,0
28,4323,7618,36,no,employed,no,3,0.347,0
48,8332,12260,12,yes,unemployed,yes,3,0.242,0
64,6723,11394,12,no,employed,yes,1,0.555,0
65,6512,10370,36,no,employed,yes,2,0.2,0
25,7373,12235,60,no,unemployed,no,0,0.196,0
36,9445,9620,36,no,employed,no,1,0.201,0
28,6341,3524,36,no,employed,no,4,0.305,0
36,5773,4562,12,no,employed,no,2,0.192,0
47,9017,6660,60,no,employed,yes,2,0.221,0
34,7935,10916,24,no,unemployed,no,2,0.455,1
24,5358,1813,48,no,employed,no,1,0.068,0
45,6010,3083,48,yes,self-employed,yes,3,0.236,0
23,6390,8462,24,no,employed,no,4,0.287,1
32,6723,3261,12,no,self-employed,no,2,0.184,0
21,3286,1223,36,no,self-employed,yes,4,0.137,0
25,2915,1352,24,no,self-employed,no,2,0.284,0
42,4225,5644,48,no,unemployed,no,1,0.241,1
62,4070,2071,60,no,self-employed,no,2,0.13,0
58,4712,2447,24,yes,employed,no,1,0.317,0
25,7269,4691,36,no,employed,yes,1,0.127,0
22,5662,8076,12,no,employed,no,4,0.263,0
37,6392,3838,24,yes,employed,yes,1,0.284,0
52,3551,1253,48,yes,employed,yes,2,0.68,0
57,5076,8420,48,no,self-employed,yes,1,0.1,0
61,7174,11582,48,no,self-employed,no,4,0.168,1
37,7189,4149,12,no,unemployed,no,4,0.153,0
29,4550,3175,36,no,employed,no,2,0.04,0
22,6323,3685,36,no,self-employed,no,3,0.067,0
28,10397,14340,60,no,self-employed,no,1,0.071,0
24,5964,4025,48,no,unemployed,no,0,0.343,1
63,4613,7829,60,no,self-employed,no,5,0.014,0
34,5652,8712,12,yes,employed,yes,1,0.062,0
61,6184,7313,36,no,employed,yes,1,0.366,0
48,5697,1785,48,yes,unemployed,no,1,0.225,0
47,5937,9650,36,no,self-employed,no,3,0.367,0
43,3113,4332,48,yes,self-employed,yes,2,0.441,1
61,4074,6037,36,yes,self-employed,no,0,0.463,0
23,5701,2324,60,no,self-employed,no,4,0.125,0
25,5669,7725,24,yes,self-employed,no,1,0.099,0
41,4867,7334,60,no,unemployed,yes,5,0.157,0
40,5645,9793,36,no,unemployed,yes,4,0.385,1
47,6122,7167,36,no,employed,yes,0,0.119,0
57,7778,8260,36,yes,employed,no,1,0.181,0
49,5801,5441,24,no,employed,no,1,0.226,0
33,6798,9190,60,no,employed,yes,2,0.306,0
37,4916,8264,60,yes,self-employed,yes,5,0.537,1
57,7144,8570,60,no,self-employed,no,2,0.235,0
30,6751,4326,60,no,employed,yes,4,0.474,0
45,7731,2523,48,no,employed,no,1,0.263,0
47,7426,9124,36,no,employed,no,2,0.54,0
57,7177,11460,60,no,self-employed,no,2,0.727,0
56,5803,2315,12,no,employed,yes,1,0.266,0
43,6489,5816,60,no,employed,no,2,0.2,0
36,8127,13897,36,no,employed,no,3,0.322,0
39,4695,4941,48,no,employed,no,2,0.476,0
41,4743,2992,36,no,employed,no,5,0.058,0
31,6362,5283,36,no,self-employed,no,4,0.254,0
51,6830,6230,12,no,unemployed,yes,2,0.322,0
31,4351,2070,36,yes,employed,no,4,0.311,0
52,5850,7553,36,no,employed,no,0,0.442,0
57,5812,6906,24,yes,employed,no,2,0.445,0
68,1569,1995,24,no,employed,no,3,0.455,0
26,5560,6762,36,no,employed,no,0,0.806,0
58,5685,1847,24,yes,employed,yes,2,0.339,0
25,5679,3189,60,no,employed,yes,0,0.028,0
37,8831,4842,12,no,self-employed,no,4,0.013,0
29,3568,1594,36,no,employed,no,0,0.663,0
28,4350,6103,24,no,self-employed,yes,2,0.219,0
29,1500,720,36,no,employed,no,1,0.231,0
23,5038,6560,36,no,employed,no,3,0.535,0
61,5208,2955,48,yes,employed,no,1,0.388,0
23,4980,2377,36,yes,employed,yes,2,0.183,0
40,8215,4467,36,yes,employed,yes,1,0.48,0
55,7721,8204,24,no,self-employed,no,0,0.574,0
69,6155,7805,36,no,unemployed,no,2,0.343,0
62,5258,7981,36,no,employed,yes,0,0.319,0
27,8052,3968,48,no,employed,no,2,0.335,0
69,5960,7296,36,yes,employed,no,2,0.255,0
53,4363,6373,48,no,self-employed,no,1,0.376,0
29,2567,1973,36,no,employed,no,4,0.287,0
42,5117,2146,24,yes,employed,no,4,0.334,0
65,7509,4009,24,no,unemployed,no,2,0.227,0
40,10553,4615,12,yes,unemployed,no,2,0.01,0
29,6123,9985,36,no,self-employed,yes,0,0.117,0
63,4469,3865,60,no,employed,no,1,0.467,0
67,3630,3938,48,yes,employed,no,4,0.142,0
68,7103,10320,36,no,employed,no,1,0.33,0
67,2470,2117,24,no,self-employed,no,2,0.214,0
63,7100,9042,60,no,self-employed,no,0,0.23,0
43,7635,3168,12,no,employed,yes,3,0.19,0
30,6872,7018,36,no,unemployed,no,2,0.18,0
51,5560,2472,60,yes,employed,yes,4,0.229,1
31,7129,4793,36,no,self-employed,yes,4,0.181,0
44,6341,4692,12,no,employed,no,1,0.184,0
53,4443,6115,24,yes,employed,no,3,0.294,0
67,9700,12718,48,no,employed,no,1,0.067,0
35,5296,7523,24,no,self-employed,no,1,0.548,0
33,7551,2964,48,no,employed,no,1,0.292,0
57,1500,2686,36,yes,employed,no,1,0.332,0
21,8552,3263,24,yes,self-employed,no,6,0.23,0
48,8937,13750,24,no,self-employed,yes,2,0.392,0
57,6059,8545,60,no,employed,no,3,0.012,0
47,7117,8452,36,no,self-employed,no,2,0.416,0
39,7117,6820,48,no,self-employed,yes,2,0.157,0
61,4714,6767,36,no,employed,yes,1,0.376,0
39,7094,10001,12,no,employed,yes,0,0.15,0
55,4382,2216,36,no,employed,no,1,0.206,0
43,4782,7120,36,no,employed,no,2,0.456,0
22,8253,3448,36,no,employed,no,2,0.107,0
46,7949,8352,60,no,employed,yes,1,0.407,0
23,4587,5814,60,no,employed,no,3,0.381,0
66,4532,6945,48,no,employed,no,1,0.151,0
50,4708,4682,36,no,self-employed,no,0,0.394,0
39,7465,4891,36,no,self-employed,no,3,0.406,0
44,4000,4143,48,no,employed,no,3,0.093,0
51,6713,4533,24,no,unemployed,no,1,0.376,0
33,7493,8190,60,no,employed,no,6,0.495,0
35,5823,5786,60,yes,employed,no,2,0.01,0
41,8020,11795,24,no,employed,no,3,0.174,0
33,5391,3558,60,no,employed,no,2,0.23,0
58,5572,3343,60,no,employed,yes,1,0.155,0
26,4045,4090,36,no,unemployed,no,0,0.182,0
61,8034,3018,60,no,employed,no,6,0.149,0
38,4466,2876,12,no,employed,no,2,0.329,0
48,6699,5563,12,no,employed,no,2,0.236,0
28,5857,6041,24,yes,employed,no,2,0.219,1
39,3894,2741,36,no,self-employed,no,2,0.428,0
57,4781,5454,36,no,self-employed,yes,4,0.353,0
34,8765,14178,60,no,self-employed,no,6,0.218,0
27,6403,7143,24,no,employed,yes,1,0.333,0
46,3981,2907,24,no,employed,yes,0,0.085,0
28,6610,2597,48,yes,employed,no,1,0.544,0
36,5707,2882,12,no,self-employed,no,1,0.147,0
43,12908,14738,48,yes,employed,no,0,0.56,0
48,6570,8708,36,no,employed,yes,4,0.152,0
52,5238,1961,60,yes,employed,no,1,0.455,0
54,8840,5112,48,no,self-employed,no,1,0.472,0
62,2317,1804,12,no,employed,no,0,0.38,0
24,6188,4824,12,no,unemployed,yes,2,0.312,0
38,9988,17355,12,no,employed,no,3,0.158,0
21,5767,3492,60,no,employed,yes,2,0.271,0
21,2533,997,48,no,employed,no,0,0.373,0
31,5208,4320,36,yes,employed,yes,1,0.177,0
50,8909,4469,24,no,employed,yes,3,0.588,0
64,6752,3307,60,no,self-employed,no,1,0.39,0
58,4322,3938,24,no,employed,no,4,0.342,0
52,4629,3516,48,yes,employed,no,3,0.12,0
59,4880,2135,48,no,employed,no,3,0.104,0
29,6722,8109,24,no,employed,no,3,0.06,0
62,8676,9131,36,no,unemployed,no,3,0.418,0
64,8104,3368,24,no,employed,no,3,0.338,0
25,6912,11018,36,yes,self-employed,no,4,0.184,1
44,3336,2425,60,no,employed,no,0,0.285,0
61,3344,5825,48,no,employed,yes,1,0.362,1
44,7066,11993,60,no,self-employed,no,5,0.301,0
62,3309,3147,36,no,employed,no,2,0.079,0
66,5548,3566,24,no,unemployed,no,3,0.549,0
44,6608,10257,48,no,employed,no,2,0.035,0
23,3724,3135,36,no,employed,no,4,0.331,0
37,3951,2154,24,no,unemployed,no,0,0.431,0
31,5811,6551,36,no,employed,no,3,0.189,0
44,7007,7245,48,no,unemployed,no,2,0.211,0
49,8123,12793,48,no,unemployed,yes,3,0.095,0
43,7214,10055,24,no,employed,no,1,0.203,0
30,6147,9922,60,yes,employed,no,2,0.507,0
35,4507,6319,36,no,self-employed,yes,3,0.401,0
54,3858,4873,24,no,employed,yes,2,0.236,0
22,4978,5228,24,yes,self-employed,no,0,0.108,0
31,6819,12146,60,no,employed,no,3,0.246,0
64,6673,11602,36,no,employed,no,0,0.3,0
25,1800,2831,36,yes,employed,yes,3,0.129,0
41,4428,6478,24,no,self-employed,yes,2,0.263,0
31,8409,9807,48,no,self-employed,no,3,0.01,0
26,6158,4246,48,no,employed,yes,1,0.183,1
41,3165,5105,24,yes,employed,no,0,0.272,0
46,10711,3387,60,no,employed,no,1,0.4,0
29,5942,3809,12,yes,employed,yes,1,0.163,0
24,6768,6129,12,no,employed,no,0,0.388,0
27,6799,8017,36,no,employed,yes,2,0.409,0
52,5264,6007,48,no,employed,no,2,0.346,0
63,4544,2561,24,yes,employed,no,1,0.241,0
29,10243,4683,36,yes,employed,no,3,0.258,0
36,8006,5071,24,no,self-employed,no,2,0.342,0
37,7643,6290,36,no,employed,yes,0,0.211,0
38,7152,2296,48,no,unemployed,no,2,0.267,0
32,3993,5345,60,no,employed,yes,0,0.105,0
23,8555,5745,36,no,employed,no,2,0.461,0
46,4313,3567,48,yes,unemployed,yes,1,0.361,0
38,6566,5268,36,no,employed,no,2,0.125,0
37,2721,2905,24,no,self-employed,yes,4,0.318,0
33,1918,3049,24,no,employed,no,0,0.427,0
66,6636,3477,60,no,employed,yes,1,0.543,0
50,4381,3553,24,no,self-employed,yes,3,0.394,0
41,2021,2704,48,no,employed,yes,1,0.208,0
31,7081,2594,12,yes,employed,yes,4,0.016,0
60,10240,15820,60,no,employed,no,5,0.255,0
64,8779,15299,24,no,employed,no,2,0.202,0
22,5485,6644,60,no,employed,yes,3,0.215,1
66,6017,10438,48,no,self-employed,no,1,0.466,0
55,7775,7149,12,no,employed,no,2,0.38,0
25,8244,7605,48,no,unemployed,yes,2,0.417,1
57,5312,2440,48,no,employed,no,2,0.47,0
26,6068,2143,24,no,employed,no,0,0.276,0
23,6601,4401,24,no,employed,no,3,0.383,0
26,7107,7229,48,no,self-employed,no,5,0.356,0
43,5733,6085,48,no,self-employed,no,2,0.057,0
51,5759,3607,24,yes,employed,no,3,0.302,0
40,8759,10679,60,yes,employed,no,4,0.216,0
26,8419,4814,24,no,self-employed,no,5,0.365,0
30,6954,5488,12,no,employed,no,2,0.535,1
62,9438,5602,36,no,employed,no,2,0.267,0
68,5227,7030,12,yes,self-employed,no,1,0.091,0
57,9245,9937,24,yes,employed,no,1,0.695,0
26,7085,9948,36,yes,self-employed,yes,2,0.267,0
61,12542,4839,24,no,self-employed,yes,2,0.424,0
54,3615,3391,24,no,employed,yes,0,0.525,0
46,4621,8088,48,yes,employed,yes,2,0.649,0
28,6837,2600,36,no,employed,no,2,0.219,0
69,6794,6301,60,no,self-employed,no,2,0.65,0
42,9900,3569,36,no,employed,yes,1,0.255,0
23,4663,2424,36,no,employed,no,0,0.02,0
31,7809,7760,24,no,employed,yes,1,0.479,0
40,8324,4463,48,no,employed,no,2,0.689,0
24,7409,7987,24,no,employed,no,0,0.01,0
36,4078,6867,24,yes,employed,yes,2,0.049,0
43,8815,5294,60,no,employed,no,3,0.56,0
67,8458,3897,48,no,employed,no,2,0.628,0
25,7199,11071,48,no,employed,no,2,0.09,0
49,6408,6346,12,no,employed,no,4,0.499,0
65,6452,10477,12,no,employed,no,4,0.303,0
60,5842,4435,36,yes,employed,yes,2,0.181,0
66,7281,9037,48,yes,employed,no,2,0.286,0
29,6062,10214,36,yes,employed,yes,3,0.272,0
60,4302,2398,12,no,unemployed,no,0,0.282,0
68,3902,5857,24,yes,employed,no,3,0.113,0
36,4495,5606,36,no,employed,yes,2,0.336,0
45,6444,9791,48,no,employed,no,3,0.501,0
47,5946,3306,12,no,self-employed,no,2,0.118,0
45,6430,6115,12,no,employed,no,2,0.18,0
35,7001,3453,24,no,unemployed,no,1,0.031,0
68,4745,8256,12,no,employed,no,3,0.303,0
67,8931,3519,36,no,employed,yes,2,0.123,0
39,5464,2175,12,no,employed,no,1,0.071,0
60,5133,8455,48,no,self-employed,no,3,0.148,0
40,6964,5230,48,no,employed,yes,5,0.396,0
59,2326,2780,60,yes,unemployed,no,3,0.633,0
49,4418,3230,60,no,unemployed,no,2,0.53,0
44,7962,10136,24,yes,employed,no,1,0.486,0
27,2525,1486,12,no,employed,yes,1,0.246,0
53,8235,8138,24,yes,employed,no,3,0.27,0
36,9022,9926,48,yes,employed,no,6,0.58,0
31,5261,4211,12,no,employed,yes,1,0.395,1
30,6583,4460,36,no,employed,yes,3,0.064,0
69,8238,4203,24,no,unemployed,no,4,0.627,0
26,5066,6885,24,no,employed,no,5,0.134,0
60,7735,4273,48,no,self-employed,no,1,0.513,0
63,4657,3437,48,no,self-employed,no,4,0.377,0
22,5044,4062,36,no,employed,yes,3,0.355,0
49,4401,4319,60,no,employed,no,3,0.233,0
49,6685,9050,12,yes,employed,no,4,0.249,0
38,8315,7832,12,no,unemployed,yes,0,0.181,0
53,5631,9046,36,no,employed,no,1,0.289,0
41,3457,4562,48,no,self-employed,no,1,0.224,0
42,3834,5972,36,yes,employed,yes,3,0.108,0
42,6789,9331,12,yes,employed,no,4,0.14,0
60,9688,5066,60,yes,unemployed,no,2,0.258,0
52,6787,11991,24,no,employed,no,1,0.18,0
39,5226,7733,36,no,self-employed,yes,2,0.515,0
66,7532,8730,48,no,employed,yes,1,0.455,0
60,5521,3024,60,yes,employed,no,2,0.268,0
66,5243,2930,48,no,employed,no,2,0.354,0
56,4083,4987,60,no,employed,yes,2,0.417,0
40,8816,8148,24,no,self-employed,no,3,0.656,1
58,1500,1970,48,no,employed,yes,0,0.301,1
37,7595,6521,60,yes,employed,no,1,0.111,0
34,5072,5423,36,no,employed,no,1,0.137,0
43,5179,3013,36,no,employed,yes,2,0.569,0
68,9384,4999,60,no,self-employed,no,2,0.197,0
48,4571,1889,12,no,employed,no,4,0.205,0
39,4639,7095,36,no,unemployed,no,0,0.529,1
43,5739,6502,60,no,employed,no,3,0.262,0
35,6827,11747,60,yes,employed,yes,1,0.475,0
53,5116,7286,60,no,employed,yes,3,0.324,0
38,2852,4144,60,no,employed,no,0,0.093,0
48,4268,4539,12,no,self-employed,no,1,0.194,0
39,8562,13041,60,no,self-employed,yes,3,0.067,0
36,6149,10533,36,no,employed,no,3,0.045,0
68,6902,9542,48,no,unemployed,yes,3,0.222,0
37,5477,2510,36,no,employed,yes,2,0.061,0
24,4681,5975,60,no,self-employed,no,3,0.574,1
39,9355,4496,36,no,employed,no,2,0.302,0
47,5623,2338,60,yes,self-employed,no,5,0.418,0
25,5113,6848,24,no,employed,yes,2,0.213,0
35,8192,12715,24,no,unemployed,no,3,0.509,0
29,4555,2451,36,no,unemployed,yes,1,0.027,0
45,4810,1977,12,no,employed,no,3,0.01,0
56,6020,9811,48,no,employed,no,2,0.3,0
68,6000,2989,24,no,employed,no,0,0.252,0
40,6519,2298,36,yes,employed,no,0,0.431,0
63,10183,14068,12,no,employed,no,2,0.266,0
31,6672,10485,24,yes,employed,yes,1,0.323,0
59,1500,1607,48,no,unemployed,yes,4,0.282,0
48,6652,7382,24,yes,employed,no,1,0.23,1
58,6075,4892,24,no,employed,yes,3,0.124,0
58,6086,4002,24,yes,unemployed,yes,1,0.385,1
47,6491,9300,24,no,employed,yes,3,0.42,0
33,5942,9352,48,yes,employed,no,1,0.116,1
46,5894,4608,24,no,unemployed,no,1,0.196,0
61,7226,5135,36,no,employed,no,3,0.111,0
68,4915,3448,48,no,employed,no,3,0.266,0
66,4104,1542,36,yes,employed,no,1,0.284,0
29,12047,8693,36,no,self-employed,yes,4,0.49,1
50,4568,1546,24,no,employed,no,0,0.482,0
26,6200,9192,60,yes,employed,no,2,0.263,1
53,3008,2057,36,no,employed,no,0,0.117,0
69,6232,8321,24,no,employed,no,0,0.302,0
23,4133,4607,60,no,employed,no,2,0.316,0
53,5115,7959,48,no,employed,yes,2,0.203,0
67,8090,14081,48,no,unemployed,yes,3,0.189,0
62,6944,5908,60,no,employed,no,1,0.01,0
40,7136,3086,12,no,self-employed,yes,2,0.107,0
26,2457,3499,60,no,unemployed,yes,1,0.196,1
66,9673,3210,48,no,unemployed,no,1,0.126,0
66,3616,2294,36,yes,self-employed,no,3,0.499,0
49,9057,3440,24,no,employed,no,1,0.275,0
68,8043,13248,12,no,self-employed,yes,0,0.289,1
21,7154,2203,60,no,employed,no,1,0.138,0
51,4290,4457,12,no,employed,yes,1,0.223,0
22,6303,5899,24,yes,employed,no,3,0.371,1
66,5058,6469,48,yes,employed,yes,1,0.36,1
54,6058,4450,48,no,employed,yes,2,0.01,0
65,5500,8857,24,no,self-employed,no,0,0.158,0
48,1922,2693,60,no,employed,yes,1,0.376,1
25,8243,7818,36,no,employed,no,2,0.516,0
22,5837,4885,60,no,employed,yes,2,0.141,0
37,5030,7664,12,no,unemployed,no,2,0.563,0
57,4879,7004,12,no,employed,yes,1,0.167,0
28,6716,6034,48,no,employed,no,1,0.148,0
62,4212,3420,24,no,self-employed,yes,1,0.048,0
32,1500,537,36,no,self-employed,yes,2,0.603,0
45,6814,2879,12,no,employed,yes,2,0.141,0
30,7038,2680,48,yes,employed,no,0,0.132,0
43,5600,1885,60,no,employed,no,1,0.21,0
43,3704,1960,60,no,unemployed,yes,4,0.157,1
21,6177,9794,60,no,employed,yes,5,0.154,1
48,3070,4596,60,no,self-employed,yes,0,0.547,0
59,3945,6187,36,no,employed,yes,3,0.289,0
66,4498,5558,36,yes,employed,no,4,0.131,0
37,7687,9501,60,no,employed,no,3,0.386,0
64,5274,2562,60,no,employed,no,5,0.303,0
